"","id_test","accepted_binomial","EUNIS_name","original_name","contributor_name","contributor_email","Cocontributors","collection_year","doi","collection_site","collection_country","iso_code","latitude","longitude","coordinate_accuracy","storage","substrate","experiment_length","scarification","stratification","other_treatments","water_potential","photoperiod","light_quality","T_day","T_night","seeds_sown","seeds_germinated"
"11",3118,"Brachypodium retusum","Brachypodium retusum","Brachypodium retusum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2016","10.1002/ajb2.1116","Caumont_calcareus","France","FR","43.898827",4.94107,100,"stored","soil","49","none","none","none",0,"12","white",20,15,160,67
"12",3126,"Brachypodium retusum","Brachypodium retusum","Brachypodium retusum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2016","10.1002/ajb2.1116","Montpellier_calcareus","France","FR","43.645416",3.691638,100,"stored","soil","49","none","none","none",0,"12","white",20,15,160,109
"13",2770,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.2 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,44
"14",588,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.2 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,60
"15",2779,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 1.0 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,52
"16",2771,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.4 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,36
"17",2782,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.6 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,0
"18",584,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.4 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,30
"19",589,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.4 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,58
"20",582,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_0.0 (Control)",0,"12","fluorescent",25,25,60,58
"21",586,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.8 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,2
"22",596,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.8 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,54
"23",2777,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.6 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,58
"24",2778,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.8 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,54
"25",2769,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_0.0 (Control)",0,"12","fluorescent",25,25,60,52
"26",587,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 1.0 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,2
"27",590,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.6 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,58
"28",583,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.2 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,44
"29",585,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.6 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,14
"30",595,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.6 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,58
"31",2772,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.6 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,26
"32",2773,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.8 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,28
"33",2776,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.4 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,52
"34",594,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.4 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,56
"35",2775,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.2 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,48
"36",591,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.8 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,50
"37",592,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 1.0 mg/ml essencial Cupressus arizonica cone oil",0,"12","fluorescent",25,25,60,50
"38",2783,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.8 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,3
"39",2784,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 1.0 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,3
"40",2781,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.4 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,3
"41",2780,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.2 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,3
"42",597,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 1.0 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,52
"43",2774,"Lolium rigidum","Lolium rigidum","Lolium rigidum","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 1.0 mg/ml essencial Cupressus arizonica Leaf oil",0,"12","fluorescent",25,25,60,20
"44",593,"Trifolium campestre","Trifolium campestre","Trifolium campestre","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2011","10.1002/cbdv.201300191","nd","Tunisia","TN","36.5831",9.351408,5e+05,"fresh","paper","10","none","none","surface sterilised in 15% NaClO_20 min_rinsed with dist H2O_Substrate: 0.2 mg/ml essencial Cupressus arizonica stem oil",0,"12","fluorescent",25,25,60,60
"45",4812,"Avena fatua","Avena sterilis","Avena fatua","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled, lemon-scented eucalypt oil 0.03 %
wate",0,"16","white",26,26,25,2
"46",4805,"Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled, lemon-scented eucalypt oil 0.01 %
wate",0,"16","white",26,26,50,2
"47",4804,"Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled
wate",0,"16","white",26,26,50,48
"48",4807,"Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled, lemon-scented eucalypt oil 0.03 %
wate",0,"16","white",26,26,50,0
"49",4811,"Avena fatua","Avena sterilis","Avena fatua","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled, lemon-scented eucalypt oil 0.02 %
wate",0,"16","white",26,26,25,4
"50",4806,"Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled, lemon-scented eucalypt oil 0.02 %
wate",0,"16","white",26,26,50,1
"51",4809,"Avena fatua","Avena sterilis","Avena fatua","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled
wate",0,"16","white",26,26,25,25
"52",4810,"Avena fatua","Avena sterilis","Avena fatua","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled, lemon-scented eucalypt oil 0.01 %
wate",0,"16","white",26,26,25,10
"53",4808,"Avena fatua","Avena sterilis","Avena fatua","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled
wate",0,"16","white",26,26,25,25
"54",4803,"Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Mo, Alessio; Carta, Angelino","2016","10.1002/cbdv.201800202","nd","Algeria","DZ","36.718879",3.150605,1000,"fresh","paper","7","none","none","surface-sterilised with water/bleach (commercial NaClO) 10:2 solution for 5 min and then washed three times with sterile distilled
wate",0,"16","white",26,26,50,48
"55",1916,"Euphorbia dendroides","Euphorbia dendroides","Euphorbia dendroides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Mt. Pellegrino","Italy","IT","38.18333333",13.33333333,10000,"stored_22±2°C;50%RH_50 days","paper","30","none","none","none",0,"12","white",5,5,100,0
"56",1919,"Euphorbia dendroides","Euphorbia dendroides","Euphorbia dendroides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Mt. Pellegrino","Italy","IT","38.18333333",13.33333333,10000,"stored_22±2°C;50%RH_50 days","paper","30","none","none","none",0,"12","white",20,20,100,93
"57",1873,"Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Petralia Sottana|P.no di Farina (Madonie mountains)","Italy","IT","37.85",14.06666667,10000,"fresh_22±2°C;50%RH_1 month","paper","30","none","none","none",0,"12","white",30,30,100,0
"58",1908,"Euphorbia dendroides","Euphorbia dendroides","Euphorbia dendroides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Mt. Pellegrino","Italy","IT","38.18333333",13.33333333,10000,"fresh_22±2°C;50%RH_1 month","paper","30","none","none","none",0,"12","white",35,35,100,0
"59",1917,"Euphorbia dendroides","Euphorbia dendroides","Euphorbia dendroides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Mt. Pellegrino","Italy","IT","38.18333333",13.33333333,10000,"stored_22±2°C;50%RH_50 days","paper","30","none","none","none",0,"12","white",10,10,100,71
"60",1918,"Euphorbia dendroides","Euphorbia dendroides","Euphorbia dendroides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Mt. Pellegrino","Italy","IT","38.18333333",13.33333333,10000,"stored_22±2°C;50%RH_50 days","paper","30","none","none","none",0,"12","white",15,15,100,93
"61",1887,"Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Petralia Sottana|P.no di Farina (Madonie mountains)","Italy","IT","37.85",14.06666667,10000,"stored_22±2°C;50%RH_50 days","paper","30","none","none","none",0,"0","none",10,10,100,0
"62",1907,"Euphorbia dendroides","Euphorbia dendroides","Euphorbia dendroides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Mt. Pellegrino","Italy","IT","38.18333333",13.33333333,10000,"fresh_22±2°C;50%RH_1 month","paper","30","none","none","none",0,"12","white",30,30,100,0
"63",1885,"Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Petralia Sottana|P.no di Farina (Madonie mountains)","Italy","IT","37.85",14.06666667,10000,"stored_22±2°C;50%RH_50 days","paper","30","none","none","none",0,"12","white",30,30,100,0
"64",1909,"Euphorbia dendroides","Euphorbia dendroides","Euphorbia dendroides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Mt. Pellegrino","Italy","IT","38.18333333",13.33333333,10000,"fresh_22±2°C;50%RH_1 month","paper","30","none","none","none",0,"0","none",5,5,100,0
"65",1893,"Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Petralia Sottana|P.no di Farina (Madonie mountains)","Italy","IT","37.85",14.06666667,10000,"stored_22±2°C;50%RH_50 days","paper","30","none","none","none",0,"12","white",15,8,100,30
"66",1879,"Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Petralia Sottana|P.no di Farina (Madonie mountains)","Italy","IT","37.85",14.06666667,10000,"fresh_22±2°C;50%RH_1 month","paper","30","none","none","none",0,"0","none",30,30,100,0
"67",1892,"Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Petralia Sottana|P.no di Farina (Madonie mountains)","Italy","IT","37.85",14.06666667,10000,"stored_22±2°C;50%RH_50 days","paper","30","none","none","none",0,"12","white",8,8,100,0
"68",1923,"Euphorbia dendroides","Euphorbia dendroides","Euphorbia dendroides","Cruz-Tejada, Diana M.","diana.cruztejada@phd.unipi.it","Carta, Angelino","2013","10.1002/ece3.5535","Palermo|Mt. Pellegrino","Italy","IT","38.18333333",13.33333333,10000,"stored_22±2°C;50%RH_50 days","paper","30","none","none","none",0,"0","none",10,10,100,67
