id_test,accepted_binomial,EUNIS_name,original_name,contributor_name,contributor_email,cocontributors,doi,collection_year,collection_site,collection_country,iso_code,latitude,longitude,coordinate_accuracy,storage,substrate,experiment_length,scarification,stratification,other_treatments,water_potential,photoperiod,light_quality,T_day,T_night,seeds_sown,seeds_germinated,changed,scar_bin,strat_bin,light,temperature,alternating,group
2899,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  100°C),none,none,0,0,none,20,20,80,61,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2900,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  100°C),none,none,0,0,none,20,20,80,56,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2901,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  100°C),none,none,0,0,none,20,20,80,0,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2902,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  110°C),none,none,0,0,none,20,20,80,63,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2903,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  110°C),none,none,0,0,none,20,20,80,24,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2904,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  110°C),none,none,0,0,none,20,20,80,6,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2905,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  120°C),none,none,0,0,none,20,20,80,51,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2906,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  120°C),none,none,0,0,none,20,20,80,1,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2907,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  120°C),none,none,0,0,none,20,20,80,1,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2908,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  130°C),none,none,0,0,none,20,20,80,2,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2909,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  130°C),none,none,0,0,none,20,20,80,2,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
2910,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  130°C),none,none,0,0,none,20,20,80,2,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1024,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Marmaris (TR),Turkey,TR,36.91464,28.24217,10000,fresh,agar,90,none,none,none,0,0,none,20,20,200,6,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
1030,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Marmaris (TR),Turkey,TR,36.91464,28.24217,10000,fresh_1 month,agar,90,"Fresh_Summer treatment (30 days)_germination chamber daily cycles (24 hours) of 3 hours at 31°C, 4 hours at 43°C, 3 hours at 33°C and 14 hours at 18°C_30% moisture_dark",none,none,0,0,none,20,20,200,8,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1036,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Marmaris (TR),Turkey,TR,36.91464,28.24217,10000,fresh,agar,90,fire_100°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,20,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1042,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Marmaris (TR),Turkey,TR,36.91464,28.24217,10000,fresh,agar,90,fire_120°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,104,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1048,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Marmaris (TR),Turkey,TR,36.91464,28.24217,10000,fresh,agar,90,fire_150°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,196,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1828,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3906/bot-1111-12,2009,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,none,0,0,none,20,20,100,3,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
1829,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3906/bot-1111-12,2009,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,smoke_Aqueous smoke solution Pinus brutia,0,0,none,20,20,100,1,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
1830,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3906/bot-1111-12,2009,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,smoke_Aqueous smoke solution Quercus infectoria,0,0,none,20,20,100,1,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
1831,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3906/bot-1111-12,2009,Marmaris region of south-western Turkey,Turkey,TR,36.9,28.13333333,1e+05,stored_room conditions_7 months,agar,35,none,none,smoke_Aqueous smoke solution Chrysopogon gryllus,0,0,none,20,20,100,1,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
1025,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh,agar,90,none,none,none,0,0,none,20,20,200,14,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
1031,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh_1 month,agar,90,"Fresh_Summer treatment (30 days)_germination chamber daily cycles (24 hours) of 3 hours at 31°C, 4 hours at 43°C, 3 hours at 33°C and 14 hours at 18°C_30% moisture_dark",none,none,0,0,none,20,20,200,10,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1037,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh,agar,90,fire_100°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,184,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1043,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh,agar,90,fire_120°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,172,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1049,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh,agar,90,fire_150°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,184,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
624,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,none,none,none,0,0,none,20,20,100,12,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
625,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_60°C_5 min,none,none,0,0,none,20,20,100,12,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
626,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_80°C_5 min,none,none,0,0,none,20,20,100,20,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
627,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_100°C_5 min,none,none,0,0,none,20,20,100,61,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
628,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_120°C_5 min,none,none,0,0,none,20,20,100,66,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
629,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_140°C_5 min,none,none,0,0,none,20,20,100,68,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1026,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh,agar,90,none,none,none,0,0,none,20,20,200,20,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
1032,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh_1 month,agar,90,"Fresh_Summer treatment (30 days)_germination chamber daily cycles (24 hours) of 3 hours at 31°C, 4 hours at 43°C, 3 hours at 33°C and 14 hours at 18°C_30% moisture_dark",none,none,0,0,none,20,20,200,26,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1038,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh,agar,90,fire_100°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,64,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1044,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh,agar,90,fire_120°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,182,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1050,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh,agar,90,fire_150°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,198,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
187,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.6064,-5.4997,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,148,10,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
202,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.6064,-5.4997,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,144,137,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
193,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.5844,-5.3897,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,143,11,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
208,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.5844,-5.3897,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,142,137,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
194,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.5739,-5.5367,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,170,11,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
209,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.5739,-5.5367,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,158,152,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
199,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.5334,-6.2092,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,164,23,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
214,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.5334,-6.2092,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,121,120,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
196,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.362,-6.1684,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,166,12,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
211,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.362,-6.1684,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,155,154,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
200,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.3061,-6.1471,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,147,13,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
215,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.3061,-6.1471,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,138,135,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
191,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.2264,-5.5853,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,146,8,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
206,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.2264,-5.5853,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,160,157,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
197,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.194,-5.9818,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,150,14,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
212,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.194,-5.9818,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,147,147,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
186,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.1792,-5.8401,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,163,18,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
201,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.1792,-5.8401,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,128,124,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
189,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.1161,-5.7728,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,149,17,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
204,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.1161,-5.7728,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,139,132,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
188,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.105,-5.4864,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,144,10,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
203,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.105,-5.4864,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,153,147,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
198,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.09,-5.8106,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,160,46,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
213,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.09,-5.8106,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,128,121,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
192,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.0725,-5.5265,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,138,13,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
207,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.0725,-5.5265,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,135,135,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
190,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.0722,-5.5346,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,165,4,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
205,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.0722,-5.5346,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,150,145,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
195,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.0649,-5.7035,1000,stored_room conditions;darkness_6 months,paper,nd,none,none,none,0,0,none,20,20,142,19,"",none,none,0,20,no,Cistus salviifolius_none_none_0_no_20
210,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.3390/f11070748,nd,Strait of Gibraltar,Spain,ES,36.0649,-5.7035,1000,stored_room conditions;darkness_6 months,paper,nd,heat_120°C_5 min,none,none,0,0,none,20,20,134,130,"",yes,none,0,20,no,Cistus salviifolius_yes_none_0_no_20
1277,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,France,FR,43.61,3.4,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,0,12,white,20,20,123,117,"",yes,none,1,20,no,Cistus salviifolius_yes_none_1_no_20
1283,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,France,FR,43.61,3.4,10000,fresh,paper,60,none,none,PEG,0,12,white,20,20,126,25,"",none,none,1,20,no,Cistus salviifolius_none_none_1_no_20
1289,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,France,FR,43.61,3.4,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,-0.15,12,white,20,20,106,89,"",yes,none,1,20,no,Cistus salviifolius_yes_none_1_no_20
1295,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,France,FR,43.61,3.4,10000,fresh,paper,60,none,none,PEG,-0.15,12,white,20,20,123,11,"",none,none,1,20,no,Cistus salviifolius_none_none_1_no_20
1301,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,France,FR,43.61,3.4,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,-0.3,12,white,20,20,86,48,"",yes,none,1,20,no,Cistus salviifolius_yes_none_1_no_20
1307,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,France,FR,43.61,3.4,10000,fresh,paper,60,none,none,PEG,-0.3,12,white,20,20,118,8,"",none,none,1,20,no,Cistus salviifolius_none_none_1_no_20
1313,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,France,FR,43.61,3.4,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,-0.45,12,white,20,20,43,16,"",yes,none,1,20,no,Cistus salviifolius_yes_none_1_no_20
1319,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,France,FR,43.61,3.4,10000,fresh,paper,60,none,none,PEG,-0.45,12,white,20,20,107,9,"",none,none,1,20,no,Cistus salviifolius_none_none_1_no_20
1278,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,Italy,IT,40.33,9.12,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,0,12,white,20,20,108,98,"",yes,none,1,20,no,Cistus salviifolius_yes_none_1_no_20
1284,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,Italy,IT,40.33,9.12,10000,fresh,paper,60,none,none,PEG,0,12,white,20,20,101,8,"",none,none,1,20,no,Cistus salviifolius_none_none_1_no_20
1290,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,Italy,IT,40.33,9.12,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,-0.15,12,white,20,20,95,58,"",yes,none,1,20,no,Cistus salviifolius_yes_none_1_no_20
1296,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,Italy,IT,40.33,9.12,10000,fresh,paper,60,none,none,PEG,-0.15,12,white,20,20,97,7,"",none,none,1,20,no,Cistus salviifolius_none_none_1_no_20
1302,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,Italy,IT,40.33,9.12,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,-0.3,12,white,20,20,92,51,"",yes,none,1,20,no,Cistus salviifolius_yes_none_1_no_20
1308,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,Italy,IT,40.33,9.12,10000,fresh,paper,60,none,none,PEG,-0.3,12,white,20,20,93,5,"",none,none,1,20,no,Cistus salviifolius_none_none_1_no_20
1314,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,Italy,IT,40.33,9.12,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,-0.45,12,white,20,20,76,37,"",yes,none,1,20,no,Cistus salviifolius_yes_none_1_no_20
1320,Cistus salviifolius,Cistus salviifolius,Cistus salviifolius,"","","",10.1111/plb.12450,2010,nd,Italy,IT,40.33,9.12,10000,fresh,paper,60,none,none,PEG,-0.45,12,white,20,20,95,2,"",none,none,1,20,no,Cistus salviifolius_none_none_1_no_20
